EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,EducationField,BusinessTravel,DistanceFromHome,MonthlyIncome,PercentSalaryHike,YearsAtCompany,YearsInCurrentRole,NumCompaniesWorked,TrainingTimesLastYear,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,OverTime,Attrition
1387,47,Male,Single,Research & Development,Manager,Technical Degree,Travel_Rarely,14,14495.0,18,14,8,6,0,4,4.0,3,1,3,No,0
1388,41,Female,Married,Human Resources,Manager,Marketing,Travel_Rarely,12,13300.0,14,10,8,3,4,1,2.0,3,1,3,No,0
1389,33,Male,Married,Sales,Sales Executive,Human Resources,Travel_Rarely,27,6474.0,24,2,1,3,1,1,3.0,3,3,4,Yes,1
1390,39,Male,Divorced,Research & Development,Manufacturing Director,Life Sciences,Travel_Rarely,26,9539.0,13,0,0,2,3,3,3.0,1,4,4,No,1
1391,53,Male,Single,Research & Development,Laboratory Technician,Life Sciences,Travel_Rarely,23,4962.0,12,12,5,2,3,4,3.0,1,4,3,No,0
1392,42,Female,Single,Sales,Sales Representative,Marketing,Travel_Rarely,1,2748.0,15,11,4,1,2,2,4.0,1,2,4,No,1
1393,22,Female,Married,Research & Development,Manager,Marketing,Travel_Rarely,4,11625.0,15,1,1,5,2,3,4.0,3,3,3,Yes,0
1394,21,Male,Single,Research & Development,Research Scientist,Human Resources,Non-Travel,13,4129.0,13,0,0,1,1,3,4.0,1,1,4,No,0
1395,39,Female,Married,Sales,Sales Representative,Technical Degree,Travel_Frequently,19,4082.0,20,8,5,6,4,3,1.0,4,3,3,No,0
1396,36,Female,Married,Research & Development,Manager,Life Sciences,Travel_Rarely,20,14223.0,15,6,5,2,3,3,1.0,2,1,3,No,0
1397,54,Male,Single,Research & Development,Laboratory Technician,Other,Travel_Rarely,9,4237.0,18,12,5,5,1,1,2.0,2,4,3,No,1
1398,43,Male,Married,Sales,Manager,Marketing,Travel_Rarely,4,14034.0,14,12,9,4,1,3,1.0,1,4,3,No,0
1399,50,Female,Divorced,Research & Development,Research Scientist,Other,Travel_Rarely,10,6967.0,12,14,3,5,2,1,2.0,2,1,3,No,0
1400,43,Female,Divorced,Research & Development,Manufacturing Director,Other,Travel_Rarely,23,11282.0,11,9,2,6,5,3,3.0,4,4,3,Yes,0
1401,33,Male,Married,Sales,Manager,Life Sciences,Travel_Rarely,29,12196.0,11,5,2,5,5,4,2.0,1,4,3,No,1
1402,46,Female,Single,Human Resources,Manager,Technical Degree,Travel_Rarely,28,12429.0,23,10,4,7,2,4,1.0,3,2,3,No,0
1403,44,Male,Single,Research & Development,Research Scientist,Marketing,Travel_Frequently,18,5607.0,14,8,4,2,2,1,4.0,1,2,3,Yes,0
1404,48,Female,Divorced,Sales,Manager,Marketing,Travel_Rarely,3,13947.0,15,8,4,6,0,4,2.0,1,1,3,No,0
1405,27,Female,Married,Human Resources,Human Resources,Medical,Travel_Frequently,29,4488.0,19,3,1,3,3,2,4.0,3,4,3,No,0
1406,45,Female,Married,Research & Development,Laboratory Technician,Technical Degree,Travel_Rarely,5,4820.0,12,9,2,5,1,1,3.0,3,1,3,No,0
1407,31,Male,Divorced,Sales,Sales Representative,Marketing,Travel_Frequently,8,5115.0,19,3,2,4,4,3,3.0,3,4,3,No,0
1408,51,Male,Single,Research & Development,Manufacturing Director,Medical,Travel_Frequently,29,10542.0,18,2,0,8,3,3,4.0,1,3,3,No,0
1409,51,Male,Married,Sales,Sales Representative,Medical,Travel_Rarely,15,4100.0,22,13,10,2,1,2,2.0,1,4,3,Yes,1
1410,44,Male,Single,Human Resources,Human Resources,Life Sciences,Travel_Rarely,6,4911.0,12,9,8,4,5,3,1.0,2,2,3,No,0
1411,57,Female,Single,Research & Development,Research Scientist,Other,Travel_Rarely,15,5982.0,11,8,6,1,4,3,4.0,1,4,3,No,1
1412,41,Male,Married,Research & Development,Manager,Human Resources,Travel_Rarely,3,12331.0,21,4,2,5,1,1,3.0,4,2,3,No,0
1413,21,Male,Married,Sales,Sales Executive,Marketing,Travel_Rarely,10,7403.0,16,0,0,0,0,3,2.0,2,2,3,No,1
1414,44,Male,Divorced,Research & Development,Research Scientist,Marketing,Travel_Rarely,28,5840.0,11,14,9,3,1,2,3.0,3,2,3,Yes,1
1415,51,Male,Married,Sales,Sales Representative,Life Sciences,Travel_Frequently,9,5321.0,18,16,14,0,2,1,2.0,1,4,3,No,1
1416,24,Male,Divorced,Sales,Sales Representative,Medical,Travel_Rarely,26,3110.0,17,1,1,2,2,2,4.0,3,2,3,No,1
1417,24,Female,Married,Sales,Sales Representative,Other,Travel_Rarely,16,3416.0,24,1,0,4,4,4,3.0,1,2,3,No,1
1418,30,Female,Married,Research & Development,Manager,Life Sciences,Travel_Rarely,20,12607.0,24,4,3,2,5,3,2.0,2,3,3,No,0
1419,53,Male,Divorced,Sales,Sales Executive,Life Sciences,Travel_Rarely,21,6735.0,18,10,8,3,4,2,3.0,2,3,3,No,0
1420,41,Female,Married,Human Resources,Human Resources,Other,Non-Travel,16,4975.0,13,12,2,1,5,2,4.0,1,3,3,No,1
1421,59,Female,Married,Research & Development,Manufacturing Director,Technical Degree,Travel_Rarely,1,9180.0,21,1,1,6,0,4,2.0,1,2,3,No,0
1422,54,Male,Single,Sales,Manager,Life Sciences,Travel_Rarely,27,11876.0,13,1,1,7,0,3,4.0,4,1,3,No,0
1423,42,Female,Single,Sales,Sales Representative,Marketing,Travel_Rarely,14,3683.0,22,8,6,4,5,4,1.0,2,4,3,Yes,1
1424,47,Male,Divorced,Sales,Sales Representative,Human Resources,Travel_Rarely,20,4167.0,19,3,1,0,3,3,1.0,3,2,3,No,1
1425,33,Male,Married,Research & Development,Manufacturing Director,Marketing,Travel_Rarely,17,11014.0,15,5,2,0,1,4,4.0,3,4,3,No,0
1426,23,Male,Married,Research & Development,Manager,Marketing,Non-Travel,20,12456.0,24,1,0,6,4,3,3.0,3,2,3,Yes,0
1427,35,Male,Single,Sales,Sales Representative,Technical Degree,Travel_Rarely,11,2559.0,18,1,1,8,1,2,1.0,3,3,3,No,0
1428,43,Female,Married,Research & Development,Manager,Technical Degree,Travel_Frequently,25,12661.0,16,6,5,7,4,2,3.0,4,3,3,Yes,0
1429,27,Female,Married,Sales,Manager,Other,Travel_Frequently,7,11552.0,13,3,2,3,5,1,2.0,3,4,3,No,1
1430,28,Female,Single,Research & Development,Laboratory Technician,Medical,Travel_Rarely,19,3392.0,20,4,2,4,2,4,2.0,2,1,3,Yes,1
1431,20,Male,Married,Human Resources,Human Resources,Medical,Travel_Rarely,17,4188.0,14,0,0,1,3,4,2.0,2,3,4,No,0
1432,49,Male,Married,Research & Development,Manager,Life Sciences,Travel_Rarely,15,13075.0,13,4,3,0,4,3,2.0,4,1,3,No,0
1433,55,Female,Divorced,Research & Development,Research Scientist,Technical Degree,Travel_Rarely,1,5924.0,12,12,8,6,5,2,4.0,2,4,3,Yes,1
1434,53,Male,Single,Research & Development,Laboratory Technician,Technical Degree,Travel_Rarely,12,4835.0,19,9,5,3,3,1,2.0,3,3,4,No,1
1435,35,Male,Married,Sales,Sales Executive,Marketing,Non-Travel,2,7496.0,23,7,3,4,1,3,2.0,4,4,3,No,0
1436,43,Male,Single,Sales,Sales Representative,Human Resources,Travel_Rarely,15,4020.0,14,8,2,3,1,1,4.0,1,2,3,No,0
1437,58,Male,Married,Sales,Sales Executive,Marketing,Travel_Rarely,20,7744.0,14,6,4,2,2,3,3.0,1,1,3,No,1
1438,43,Male,Married,Research & Development,Manufacturing Director,Medical,Travel_Rarely,16,11544.0,19,10,6,8,0,2,1.0,1,3,3,No,0
1439,31,Male,Married,Research & Development,Manager,Technical Degree,Travel_Rarely,22,12045.0,13,3,1,7,4,4,3.0,1,1,3,No,0
1440,33,Male,Single,Research & Development,Manager,Marketing,Travel_Rarely,11,12347.0,12,1,1,6,2,4,3.0,3,2,3,No,0
1441,49,Male,Divorced,Research & Development,Manager,Marketing,Travel_Rarely,9,13023.0,19,10,7,3,4,1,3.0,3,2,3,No,0
1442,37,Male,Single,Sales,Sales Executive,Marketing,Travel_Rarely,13,6495.0,18,10,9,6,0,2,1.0,2,1,3,No,1
1443,53,Male,Married,Research & Development,Laboratory Technician,Other,Travel_Rarely,7,4944.0,11,14,7,3,1,4,2.0,1,1,4,No,1
1444,54,Male,Divorced,Sales,Sales Executive,Medical,Travel_Rarely,24,6443.0,14,6,3,4,2,1,3.0,3,3,3,No,1
1445,21,Female,Married,Sales,Manager,Medical,Travel_Rarely,24,12197.0,13,0,0,1,0,3,3.0,1,4,3,No,0
1446,48,Male,Divorced,Research & Development,Manufacturing Director,Technical Degree,Travel_Frequently,13,9479.0,20,5,4,6,4,1,3.0,3,2,4,No,0
1447,34,Female,Married,Human Resources,Human Resources,Life Sciences,Travel_Rarely,23,3968.0,20,5,4,0,3,2,4.0,4,2,3,Yes,0
1448,40,Female,Divorced,Research & Development,Manufacturing Director,Life Sciences,Travel_Frequently,1,10260.0,21,6,5,6,5,1,3.0,2,1,3,No,0
1449,30,Male,Married,Sales,Sales Representative,Technical Degree,Travel_Rarely,5,4041.0,12,1,1,5,4,1,2.0,2,3,3,No,1
1450,34,Female,Married,Research & Development,Laboratory Technician,Technical Degree,Travel_Rarely,9,3040.0,22,3,1,0,0,2,3.0,3,4,3,No,1
1451,33,Female,Single,Sales,Sales Representative,Technical Degree,Travel_Rarely,12,3395.0,13,7,3,4,5,1,2.0,1,3,3,No,0
1452,22,Male,Married,Research & Development,Research Scientist,Life Sciences,Travel_Rarely,7,4419.0,24,0,0,2,0,4,3.0,3,2,4,No,0
1453,51,Male,Single,Research & Development,Laboratory Technician,Other,Non-Travel,15,4670.0,23,15,7,4,5,3,3.0,2,3,3,No,1
1454,25,Male,Divorced,Sales,Sales Representative,Marketing,Travel_Frequently,24,3914.0,17,2,1,0,4,2,2.0,2,4,3,No,1
1455,35,Female,Single,Sales,Manager,Life Sciences,Travel_Rarely,14,11993.0,21,5,4,6,4,2,3.0,1,4,3,No,0
1456,27,Female,Single,Sales,Manager,Medical,Travel_Rarely,14,12247.0,20,1,1,4,2,4,3.0,4,1,3,No,0
1457,26,Female,Divorced,Human Resources,Manager,Medical,Travel_Rarely,2,13602.0,21,1,1,3,0,4,4.0,2,2,3,Yes,0
1458,34,Female,Single,Research & Development,Research Scientist,Marketing,Non-Travel,9,4296.0,11,2,1,7,0,1,1.0,1,4,3,No,1
1459,56,Male,Married,Research & Development,Manager,Marketing,Travel_Rarely,24,13672.0,12,13,7,5,0,3,2.0,4,3,3,No,0
1460,57,Female,Married,Research & Development,Laboratory Technician,Marketing,Travel_Rarely,24,4643.0,23,22,20,5,4,2,4.0,4,4,3,No,1
1461,35,Male,Single,Research & Development,Laboratory Technician,Marketing,Travel_Rarely,4,3448.0,21,8,3,1,3,4,2.0,3,4,4,No,1
1462,40,Female,Single,Sales,Manager,Other,Travel_Rarely,1,12276.0,19,0,0,4,1,4,3.0,1,1,3,Yes,0
1463,59,Male,Married,Human Resources,Manager,Other,Travel_Rarely,25,12522.0,15,6,5,6,0,3,3.0,4,3,4,No,0
1464,29,Male,Single,Sales,Sales Executive,Marketing,Travel_Rarely,6,6989.0,16,1,1,8,0,3,4.0,1,3,3,No,1
1465,57,Female,Single,Research & Development,Laboratory Technician,Other,Travel_Frequently,17,5895.0,16,22,13,5,1,1,1.0,1,2,3,No,1
1466,24,Female,Single,Research & Development,Manufacturing Director,Human Resources,Non-Travel,24,9129.0,17,1,0,1,4,4,2.0,3,3,3,No,0
1467,29,Female,Married,Research & Development,Manufacturing Director,Human Resources,Travel_Rarely,23,10529.0,19,1,1,6,5,3,2.0,2,1,3,No,1
1468,33,Male,Single,Human Resources,Human Resources,Medical,Travel_Rarely,16,3654.0,21,5,4,0,3,2,3.0,1,2,3,No,1
1469,21,Male,Single,Sales,Sales Representative,Marketing,Travel_Rarely,11,2741.0,16,0,0,2,5,1,4.0,3,2,3,No,0
1470,52,Female,Married,Research & Development,Manager,Marketing,Travel_Rarely,23,12618.0,22,4,2,8,2,3,1.0,2,2,3,No,0
1471,54,Male,Married,Research & Development,Research Scientist,Life Sciences,Travel_Rarely,21,6820.0,12,14,8,7,1,2,1.0,4,3,3,Yes,0
1472,35,Male,Single,Research & Development,Manufacturing Director,Life Sciences,Travel_Rarely,25,9318.0,22,1,1,8,4,3,4.0,1,4,3,Yes,0
1473,53,Male,Single,Sales,Manager,Technical Degree,Travel_Rarely,15,12089.0,20,0,0,3,0,2,3.0,4,4,3,No,0
1474,50,Male,Divorced,Sales,Manager,Marketing,Travel_Rarely,28,12214.0,18,1,0,6,5,1,3.0,3,3,3,No,1
1475,52,Male,Married,Sales,Sales Executive,Human Resources,Travel_Rarely,23,7734.0,16,7,4,6,4,2,1.0,1,2,3,No,1
1476,52,Male,Married,Sales,Sales Executive,Human Resources,Travel_Rarely,2,9490.0,16,19,8,2,0,4,3.0,3,4,3,No,0
1477,42,Female,Married,Research & Development,Manufacturing Director,Life Sciences,Non-Travel,9,10398.0,16,7,4,8,1,4,2.0,4,4,3,Yes,1
1478,24,Female,Single,Research & Development,Manufacturing Director,Other,Travel_Rarely,24,10647.0,24,2,1,8,3,2,3.0,1,4,4,No,0
1479,56,Female,Divorced,Research & Development,Laboratory Technician,Marketing,Travel_Rarely,4,4638.0,11,7,4,0,4,4,1.0,4,4,4,No,1
1480,44,Male,Divorced,Research & Development,Manager,Technical Degree,Travel_Frequently,21,14270.0,19,10,6,6,1,1,2.0,2,4,3,Yes,1
1481,56,Male,Divorced,Research & Development,Manager,Other,Travel_Rarely,10,14821.0,24,21,9,4,4,4,3.0,4,4,3,No,0
1482,58,Female,Single,Sales,Sales Executive,Technical Degree,Travel_Rarely,7,7554.0,18,8,3,6,2,4,3.0,1,3,3,No,0
1483,27,Female,Single,Research & Development,Manager,Life Sciences,Travel_Rarely,16,12195.0,19,4,1,4,4,1,4.0,3,3,3,No,0
1484,36,Male,Single,Sales,Sales Executive,Medical,Travel_Rarely,28,6345.0,19,6,2,2,2,3,4.0,4,3,3,No,1
1485,27,Female,Single,Sales,Sales Representative,Marketing,Travel_Rarely,27,3393.0,18,3,2,0,2,2,1.0,2,2,4,No,1
1486,22,Female,Married,Research & Development,Research Scientist,Life Sciences,Travel_Rarely,12,4267.0,19,0,0,4,2,4,1.0,1,4,4,Yes,1
1487,58,Female,Married,Research & Development,Laboratory Technician,Medical,Travel_Rarely,1,7141.0,23,15,4,7,0,1,2.0,2,3,3,No,1
1488,56,Female,Single,Sales,Manager,Human Resources,Travel_Rarely,26,13679.0,20,11,10,7,1,4,4.0,3,3,3,Yes,0
1489,57,Male,Divorced,Research & Development,Laboratory Technician,Life Sciences,Travel_Rarely,27,4647.0,22,21,8,2,1,4,2.0,3,3,3,No,0
1490,55,Male,Single,Research & Development,Manufacturing Director,Medical,Travel_Frequently,18,11971.0,18,19,16,7,4,2,4.0,2,1,3,No,0
1491,45,Male,Single,Research & Development,Research Scientist,Technical Degree,Travel_Rarely,19,6117.0,21,6,4,3,2,2,1.0,4,4,3,No,0
1492,40,Male,Divorced,Research & Development,Manufacturing Director,Life Sciences,Travel_Rarely,16,11717.0,23,11,8,5,2,3,4.0,3,3,3,No,0
1493,59,Female,Married,Research & Development,Laboratory Technician,Medical,Travel_Rarely,1,5890.0,13,21,12,2,5,1,1.0,3,4,3,No,0
1494,42,Female,Married,Sales,Manager,Other,Travel_Frequently,5,13194.0,23,8,3,4,5,4,4.0,4,1,4,No,0
1495,45,Male,Married,Research & Development,Manager,Technical Degree,Travel_Rarely,5,11901.0,20,1,1,4,1,1,4.0,4,1,3,No,0
1496,28,Female,Single,Research & Development,Manufacturing Director,Other,Travel_Frequently,27,8868.0,17,1,1,6,2,1,2.0,2,4,3,Yes,1
1497,49,Female,Single,Research & Development,Research Scientist,Marketing,Travel_Frequently,2,7141.0,21,1,0,4,2,3,2.0,2,3,4,Yes,0
1498,52,Female,Married,Research & Development,Laboratory Technician,Technical Degree,Travel_Rarely,17,1771.0,13,2,1,4,5,2,3.0,3,3,3,No,1
1499,47,Male,Married,Research & Development,Research Scientist,Medical,Travel_Rarely,11,5925.0,20,16,9,5,4,1,3.0,3,2,3,No,0
1500,39,Female,Married,Research & Development,Laboratory Technician,Marketing,Travel_Rarely,1,3238.0,19,2,2,3,3,4,1.0,2,3,3,Yes,1
1501,27,Male,Single,Research & Development,Research Scientist,Medical,Travel_Rarely,27,4292.0,23,3,2,4,1,1,1.0,3,3,3,No,1
1502,21,Male,Married,Research & Development,Manufacturing Director,Human Resources,Travel_Rarely,1,11103.0,19,0,0,0,2,1,4.0,3,1,3,Yes,0
1503,45,Male,Married,Human Resources,Human Resources,Medical,Travel_Frequently,25,5975.0,18,9,7,7,0,3,4.0,4,3,4,No,0
1504,47,Female,Single,Research & Development,Research Scientist,Medical,Travel_Rarely,23,5180.0,18,3,3,1,4,4,1.0,2,3,3,No,1
1505,50,Female,Single,Research & Development,Research Scientist,Marketing,Travel_Rarely,24,4845.0,18,10,7,7,5,1,4.0,4,2,3,Yes,0
1506,58,Male,Married,Research & Development,Manager,Marketing,Non-Travel,5,14833.0,23,14,4,6,4,2,4.0,1,2,3,Yes,0
1507,39,Male,Married,Sales,Manager,Medical,Travel_Rarely,26,13211.0,21,7,5,8,1,4,4.0,4,4,3,No,0
1508,53,Female,Married,Research & Development,Manager,Marketing,Travel_Frequently,18,11915.0,12,4,3,0,2,4,1.0,1,3,4,No,0
1509,48,Female,Married,Research & Development,Research Scientist,Medical,Travel_Rarely,12,5660.0,18,12,5,1,5,1,3.0,4,2,3,No,1
1510,31,Male,Married,Sales,Sales Representative,Other,Non-Travel,20,3775.0,15,0,0,0,2,3,1.0,1,3,3,Yes,0
1511,53,Female,Single,Sales,Manager,Technical Degree,Travel_Frequently,10,13081.0,13,12,7,3,5,4,1.0,4,1,3,No,0
1512,22,Female,Married,Research & Development,Manufacturing Director,Other,Travel_Frequently,9,10004.0,23,1,1,8,3,3,1.0,4,2,3,No,0
1513,43,Female,Single,Sales,Sales Executive,Other,Travel_Rarely,9,7050.0,23,3,2,6,2,3,2.0,4,3,4,No,0
1514,57,Female,Married,Sales,Sales Executive,Technical Degree,Non-Travel,17,7999.0,24,18,7,6,3,4,3.0,4,2,3,No,0
1515,46,Female,Single,Sales,Sales Executive,Human Resources,Travel_Rarely,18,6698.0,16,3,3,7,1,2,1.0,2,1,3,Yes,1
1516,57,Female,Single,Sales,Manager,Life Sciences,Non-Travel,7,13905.0,16,21,13,0,2,1,1.0,1,3,3,No,1
1517,22,Female,Married,Sales,Sales Executive,Other,Travel_Rarely,8,7141.0,21,1,1,7,1,3,2.0,4,4,3,No,0
1518,41,Male,Married,Research & Development,Manager,Marketing,Travel_Rarely,28,12055.0,13,5,2,2,4,3,1.0,3,2,3,No,0
1519,51,Male,Married,Sales,Manager,Human Resources,Travel_Frequently,15,12895.0,11,6,2,6,3,4,4.0,4,4,3,No,0
1520,45,Female,Married,Research & Development,Manager,Medical,Travel_Rarely,25,11406.0,16,2,1,6,2,4,1.0,3,4,3,Yes,0
1521,55,Male,Divorced,Research & Development,Manager,Life Sciences,Travel_Frequently,10,13600.0,19,19,10,6,4,2,2.0,3,3,4,Yes,0
1522,38,Female,Divorced,Research & Development,Laboratory Technician,Other,Travel_Frequently,9,3131.0,17,7,6,3,2,4,2.0,2,4,3,Yes,0
1523,47,Male,Divorced,Sales,Manager,Marketing,Non-Travel,9,11946.0,13,1,1,5,5,1,1.0,2,2,3,No,0
1524,36,Male,Married,Research & Development,Research Scientist,Life Sciences,Travel_Rarely,16,4908.0,18,5,4,4,3,4,4.0,2,4,3,Yes,0
1525,54,Male,Married,Sales,Sales Executive,Technical Degree,Travel_Rarely,23,6959.0,24,2,1,5,5,1,1.0,3,1,3,Yes,1
1526,24,Male,Married,Research & Development,Research Scientist,Life Sciences,Travel_Rarely,15,3257.0,14,1,1,4,5,3,2.0,3,2,3,Yes,0
1527,30,Male,Married,Human Resources,Human Resources,Marketing,Travel_Rarely,9,4059.0,16,3,1,3,1,3,3.0,1,3,3,Yes,0
1528,23,Male,Married,Human Resources,Human Resources,Human Resources,Travel_Rarely,28,3350.0,15,0,0,1,1,3,2.0,1,1,3,No,0
1529,48,Female,Married,Research & Development,Research Scientist,Human Resources,Travel_Rarely,17,6201.0,15,14,8,3,5,4,2.0,1,4,3,No,0
1530,29,Male,Single,Sales,Sales Executive,Marketing,Travel_Rarely,12,6459.0,20,1,1,6,1,3,1.0,3,4,3,No,1
1531,32,Male,Single,Research & Development,Laboratory Technician,Marketing,Travel_Rarely,1,3432.0,16,4,2,7,4,1,2.0,3,1,3,No,0
1532,53,Male,Divorced,Research & Development,Research Scientist,Other,Non-Travel,17,5313.0,19,13,5,0,1,3,1.0,1,4,4,No,1
1533,34,Male,Single,Research & Development,Research Scientist,Medical,Travel_Rarely,19,6195.0,11,8,7,1,5,2,2.0,3,1,3,No,1
1534,25,Male,Married,Research & Development,Manager,Life Sciences,Travel_Rarely,27,11350.0,20,1,1,4,4,3,2.0,1,1,4,No,0
1535,20,Female,Married,Sales,Sales Executive,Life Sciences,Travel_Frequently,7,6260.0,12,0,0,6,3,2,2.0,4,4,3,Yes,0
1536,29,Female,Single,Sales,Sales Executive,Human Resources,Travel_Frequently,5,6805.0,16,2,2,1,2,1,1.0,3,3,3,No,1
1537,56,Male,Divorced,Research & Development,Research Scientist,Marketing,Travel_Rarely,29,6329.0,23,19,11,2,3,3,4.0,3,4,3,No,0
1538,41,Male,Single,Sales,Sales Executive,Life Sciences,Travel_Rarely,16,6402.0,15,3,2,0,2,1,1.0,3,2,3,No,1
1539,59,Male,Divorced,Sales,Sales Representative,Medical,Travel_Rarely,1,4153.0,20,17,10,0,2,2,1.0,2,3,3,Yes,1
1540,28,Male,Married,Research & Development,Manager,Life Sciences,Travel_Rarely,4,11585.0,15,0,0,1,1,3,1.0,4,1,3,Yes,1
1541,34,Female,Single,Human Resources,Manager,Human Resources,Travel_Rarely,14,12384.0,23,8,7,6,0,4,4.0,3,3,4,Yes,0
1542,26,Male,Single,Research & Development,Manufacturing Director,Marketing,Travel_Rarely,18,11168.0,24,3,1,7,5,2,2.0,1,4,3,No,0
1543,35,Female,Single,Research & Development,Research Scientist,Life Sciences,Travel_Frequently,8,6039.0,23,4,3,4,4,2,2.0,4,3,3,No,1
1544,42,Male,Married,Human Resources,Manager,Medical,Travel_Rarely,11,12810.0,16,7,3,1,2,2,4.0,3,4,3,Yes,0
1545,52,Male,Single,Sales,Sales Executive,Technical Degree,Travel_Rarely,22,7141.0,15,11,7,8,4,3,1.0,2,2,3,Yes,0
1546,34,Male,Divorced,Research & Development,Manufacturing Director,Technical Degree,Travel_Frequently,29,10483.0,19,2,2,2,3,1,1.0,4,4,3,Yes,1
1547,50,Male,Single,Research & Development,Laboratory Technician,Human Resources,Travel_Rarely,15,7141.0,22,12,10,1,3,3,1.0,1,3,4,Yes,1
1548,45,Female,Divorced,Sales,Manager,Life Sciences,Non-Travel,13,12870.0,18,10,5,1,0,4,3.0,3,1,3,No,0
1549,31,Male,Single,Research & Development,Laboratory Technician,Life Sciences,Travel_Frequently,11,2983.0,21,3,1,3,3,1,4.0,3,2,3,No,0
1550,56,Female,Divorced,Research & Development,Manufacturing Director,Life Sciences,Travel_Rarely,4,9860.0,23,3,1,6,0,4,3.0,4,2,3,No,0
1551,37,Female,Single,Research & Development,Laboratory Technician,Marketing,Travel_Rarely,2,3867.0,21,9,3,3,4,3,4.0,3,1,3,No,0
1552,26,Male,Married,Sales,Sales Representative,Human Resources,Travel_Rarely,25,2412.0,16,0,0,4,0,3,4.0,4,4,3,No,0
1553,58,Male,Married,Sales,Manager,Technical Degree,Travel_Frequently,2,13259.0,14,14,11,3,3,3,2.0,2,1,3,No,1
1554,56,Male,Single,Human Resources,Manager,Medical,Travel_Rarely,24,12852.0,17,2,1,8,2,4,1.0,4,3,3,No,0
1555,21,Male,Divorced,Sales,Sales Representative,Technical Degree,Travel_Rarely,8,3180.0,19,0,0,6,0,3,1.0,1,4,3,No,0
1556,56,Female,Single,Sales,Sales Representative,Technical Degree,Travel_Rarely,21,3275.0,22,0,0,5,2,4,4.0,4,2,4,No,0
1557,57,Male,Married,Sales,Manager,Medical,Non-Travel,28,11621.0,15,8,3,3,1,2,3.0,4,3,3,Yes,0
1558,53,Female,Married,Research & Development,Laboratory Technician,Human Resources,Travel_Rarely,22,5129.0,13,13,5,4,1,1,4.0,3,3,3,Yes,0
1559,30,Female,Married,Research & Development,Research Scientist,Marketing,Travel_Rarely,22,4149.0,15,3,3,7,5,3,3.0,1,4,3,No,1
1560,45,Male,Single,Research & Development,Laboratory Technician,Life Sciences,Travel_Rarely,8,4874.0,19,10,3,5,2,1,4.0,2,1,3,No,0
1561,41,Female,Single,Sales,Sales Executive,Marketing,Travel_Rarely,18,7673.0,14,9,4,7,2,1,4.0,1,2,4,Yes,0
1562,44,Male,Single,Sales,Sales Executive,Human Resources,Travel_Rarely,19,6403.0,16,2,1,0,0,1,4.0,4,3,4,No,0
1563,44,Female,Single,Research & Development,Laboratory Technician,Human Resources,Travel_Rarely,13,2113.0,14,1,0,7,1,2,4.0,2,1,3,No,0
1564,45,Male,Single,Research & Development,Manager,Medical,Travel_Rarely,2,14385.0,24,9,4,8,2,1,1.0,4,4,3,No,0
1565,40,Female,Divorced,Research & Development,Manager,Human Resources,Travel_Rarely,27,13442.0,18,8,3,6,4,3,3.0,4,3,3,No,0
1566,47,Female,Married,Research & Development,Laboratory Technician,Marketing,Travel_Rarely,6,4598.0,21,9,4,8,0,3,4.0,1,1,3,Yes,1
1567,41,Female,Married,Research & Development,Laboratory Technician,Marketing,Travel_Frequently,29,4451.0,18,3,2,5,5,1,2.0,4,1,3,No,1
1568,20,Male,Married,Sales,Sales Executive,Life Sciences,Travel_Frequently,28,6634.0,11,0,0,2,0,2,4.0,2,1,3,Yes,1
1569,21,Female,Single,Research & Development,Manager,Other,Travel_Rarely,1,12811.0,14,0,0,5,3,4,2.0,1,3,3,No,0
1570,58,Male,Married,Research & Development,Research Scientist,Other,Travel_Rarely,22,5593.0,22,14,7,5,0,4,1.0,2,3,3,No,0
1571,56,Female,Single,Sales,Manager,Medical,Non-Travel,19,12803.0,18,3,3,1,4,1,3.0,3,2,3,Yes,0
1572,43,Male,Married,Research & Development,Manager,Technical Degree,Non-Travel,7,12702.0,20,9,3,1,4,3,1.0,4,3,3,No,0
1573,26,Male,Married,Research & Development,Manufacturing Director,Human Resources,Travel_Rarely,24,9738.0,21,2,2,2,5,2,2.0,3,2,3,No,1
1574,51,Male,Married,Research & Development,Laboratory Technician,Technical Degree,Travel_Frequently,4,4618.0,18,13,6,4,5,2,4.0,1,2,3,No,0
1575,25,Male,Divorced,Research & Development,Manager,Medical,Travel_Rarely,8,11240.0,19,0,0,1,5,3,1.0,2,1,3,No,1
1576,35,Male,Single,Research & Development,Manufacturing Director,Other,Travel_Rarely,28,10598.0,14,5,2,6,3,4,1.0,2,1,4,Yes,0
1577,33,Female,Married,Human Resources,Manager,Medical,Travel_Frequently,22,11933.0,14,1,0,0,5,3,4.0,3,3,3,No,0
1578,20,Male,Single,Research & Development,Manager,Marketing,Travel_Rarely,4,10807.0,13,0,0,8,0,4,4.0,3,3,3,Yes,0
1579,52,Female,Married,Research & Development,Manager,Marketing,Travel_Rarely,5,11965.0,15,2,1,6,3,4,2.0,1,1,3,Yes,0
1580,40,Male,Married,Sales,Sales Executive,Other,Travel_Rarely,8,6413.0,19,1,1,3,5,4,2.0,1,1,3,No,0
1581,32,Female,Single,Research & Development,Manager,Technical Degree,Travel_Rarely,3,13112.0,23,5,3,3,2,4,4.0,1,2,3,No,0
